spotify_id,name,followers,popularity,genres,chart_hits,n_genres
09UmIX92EUH9hAK4bxvHx6,Mithoon,4408039.0,70,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",['in (12)'],4
3mtw7Fkg8wdXJdub6ZIkJb,PANTHEPACK,55775.0,39,['chinese melodic rap'],['tw (3)'],1
6TxINSxeDX9C70nAiJZoVA,Mc Neguinho do ITR,671548.0,47,['funk carioca'],['br (1)'],1
7LMlaqzutxVEEEung8DPbE,Alina Orlova,16794.0,35,"['dainuojamoji poezija', 'lithuanian indie', 'sung poetry']",['lt (1)'],3
7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,1431443.0,75,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']","['us (1)', 'gb (7)', 'ar (1)', 'au (1)', 'at (2)', 'be (1)', 'bo (1)', 'br (1)', 'bg (2)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (2)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (3)', 'is (2)', 'ie (7)', 'it (1)', 'lv (3)', 'lt (4)', 'lu (2)', 'my (3)', 'mt (2)', 'mx (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (2)', 'pt (1)', 'sg (3)', 'sk (2)', 'es (1)', 'se (1)', 'ch (4)', 'tw (3)', 'tr (2)', 'uy (1)']",7
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,379750.0,85,[],"['cl (3)', 'py (1)', 'uy (1)']",0
0AljsDnrnSvZELOH1OE9CB,"Beach, Please!",25295.0,48,[],['ro (4)'],0
0wK21X7PTt89qH2aNCkXlA,Buster,19272.0,32,['russian viral rap'],['ua (2)'],1
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,1332939.0,73,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']",['cl (1)'],7
4AJcTAMOLkRl3vf4syay8Q,Jam Hsiao,474415.0,50,"['mandopop', 'taiwan pop']",['tw (30)'],2
7iWcRnQMinCoV2u5ICgsW0,Udo Lindenberg,508753.0,53,"['german pop', 'german rock', 'liedermacher']",['de (1)'],3
0t9IVyFGzH79wIFfhEXddQ,Kianush,219026.0,54,"['deep german hip hop', 'german hip hop']","['at (11)', 'de (20)', 'lu (1)', 'ch (7)']",2
5AtWO8IEnjhRLzaVVQxFUs,SoMo,682315.0,57,"['dance pop', 'post-teen pop', 'r&b']","['us (1)', 'ca (1)', 'cz (1)', 'gr (1)', 'hk (1)', 'lv (1)', 'lt (1)', 'my (1)', 'mt (1)', 'sg (1)']",3
4Mt1ci7cKg2DpDS5kJ5mHS,Animus,58034.0,42,"['deep german hip hop', 'german hip hop']","['at (1)', 'de (2)', 'lu (1)', 'ch (1)']",2
6VuxycWaTHHrz5ZP5sNSsd,Yamazaru,193565.0,48,"['j-pop', 'japanese teen pop']",['jp (1)'],2
6VKh8iOViFBI7R8Bb9AilZ,Kasia Kowalska,82386.0,41,['polish pop'],['pl (1)'],1
3B0pL0vuA6bTa94mcJFyIN,Ihab Amir,134573.0,36,['moroccan pop'],"['ma (2)', 'sa (2)']",1
3X23gpg1vPacr0hBARyxtN,Karpe,261968.0,63,"['norwegian hip hop', 'norwegian pop']",['no (28)'],2
0H1InhXaXQPL1aj0mvHemU,Gianluca Grignani,260059.0,61,"['classic italian pop', 'europop', 'italian adult pop', 'mexican pop']","['bo (1)', 'ec (2)', 'hn (1)', 'it (1)', 'mx (1)', 'ni (1)', 'pe (1)']",4
2DZsabXAIQY8oIslZlYvLw,Felipe Santos,24100.0,33,['latin arena pop'],"['ec (1)', 'es (1)', 'uy (1)']",1
2owBL6a90fnWufVtP70K8f,Ada Band,1318217.0,59,"['indonesian pop', 'indonesian pop rock']",['id (4)'],2
0TJB3EE2efClsYIDQ8V2Jk,Elbow,477956.0,55,"['britpop', 'neo mellow']","['gb (1)', 'ie (1)']",2
5RQqbE8uh2NwotXk6wvYa6,Ricegum,313569.0,35,['social media pop'],"['bg (1)', 'cy (1)']",1
5wm369wshLgPTaW2TDwkus,White Shoes & The Couples Company,115987.0,40,"['indonesian indie', 'indonesian indie pop', 'indonesian psychedelia']",['id (1)'],3
61pvU6ZLOF3bl0IOtbmME7,Emelie Hollow,28862.0,57,"['norwegian indie', 'norwegian pop']",['no (15)'],2
4tIKaxUmpXzshok2yCnwdf,King Promise,282717.0,61,"['afropop', 'azontobeats', 'ghanaian alternative', 'ghanaian pop']",['nl (1)'],4
6CxqJ4K3JEBR1fz2lQJNN1,Nicole Favre,26837.0,49,"['pop peruano', 'pop reggaeton']",['pe (1)'],2
4maKTxhTIDEnWKra7wEIMR,MC Menor da VG,1704001.0,66,"['funk carioca', 'funk mtg', 'funk ostentacao', 'funk paulista']","['br (1)', 'pt (1)']",4
5ayWRfrcpObgDDlzheJ2Gr,TaynguyenSound,105514.0,45,"['v-pop', 'vietnamese hip hop']",['vn (4)'],2
4ZgqduOBdbifKWJp8KbiF3,Matt McAndrew,30167.0,31,['deep talent show'],"['br (1)', 'pt (1)']",1
5iNrZmtVMtYev5M9yoWpEq,Seeb,301251.0,68,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']","['gb (2)', 'au (2)', 'at (3)', 'be (3)', 'bg (2)', 'cy (2)', 'cz (3)', 'dk (4)', 'ee (4)', 'fi (4)', 'fr (1)', 'de (3)', 'gr (2)', 'hk (1)', 'hu (4)', 'is (1)', 'ie (2)', 'il (1)', 'it (1)', 'lv (3)', 'lt (4)', 'lu (3)', 'my (2)', 'mt (4)', 'nl (3)', 'nz (1)', 'no (20)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (3)', 'sk (3)', 'se (6)', 'ch (3)', 'tw (2)', 'th (1)', 'vn (1)']",9
0FWWBkIJD4tvlDzB4O8XT7,Kempi,65880.0,52,"['dutch hip hop', 'dutch rap pop']",['nl (14)'],2
5N9mXRQoidjsUWjowibwqw,Trevor Wesley,30467.0,40,[],['ph (1)'],0
6hN9F0iuULZYWXppob22Aj,Simple Minds,1612076.0,66,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'scottish new wave', 'synthpop']","['gb (1)', 'ca (1)', 'ie (1)']",10
0YinUQ50QDB7ZxSCLyQ40k,Mustard,992953.0,72,"['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (8)', 'gb (3)', 'au (4)', 'at (1)', 'be (2)', 'bg (4)', 'ca (8)', 'cy (3)', 'cz (1)', 'dk (3)', 'eg (1)', 'ee (3)', 'fi (3)', 'de (1)', 'gr (4)', 'hk (1)', 'hu (2)', 'is (3)', 'in (1)', 'ie (2)', 'il (2)', 'lv (3)', 'lt (3)', 'lu (3)', 'mt (3)', 'ma (2)', 'nl (2)', 'nz (4)', 'no (4)', 'pl (1)', 'pt (2)', 'ro (3)', 'sa (1)', 'sk (2)', 'za (3)', 'se (2)', 'ch (2)', 'ae (3)']",7
5SpHQasdZkIx2RFJzvBBsD,Burry Soprano,71370.0,54,"['new school turkce rap', 'turkce drill', 'turkish hip hop', 'turkish trap', 'turkish trap pop']",['tr (4)'],5
5V2zReaoPvB7EsZ4160uLG,Gerard Joling,73898.0,46,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",['nl (1)'],4
4jmo0EdvNDABmNDmPmKhMj,Lamis Kan,20324.0,41,['egyptian pop'],"['eg (1)', 'sa (1)', 'ae (1)']",1
3GOI8AbB8KMYk20rWy38X5,Galibri & Mavik,10623.0,45,"['russian dance', 'russian pop']","['ru (1)', 'ua (1)']",2
4Xi6LSfFqv26XgP9NKN26U,AJ Tracey,1100086.0,70,"['grime', 'uk hip hop', 'ukg revival']","['gb (28)', 'au (1)', 'ie (9)', 'se (1)']",3
36zuRyk8TRIW3TX6ocDcZU,Anet Sai,71829.0,47,"['russian dance', 'russian pop']","['lv (1)', 'ru (2)', 'ua (1)']",2
1lQnDEcvFAWaUjbyZiHKih,Xutos & Pontapés,238358.0,44,"['portuguese rock', 'punk tuga']",['pt (6)'],2
4GsjZQZJ3viOq4Uw8wZDbW,冰球樂團,14274.0,45,"['mandopop', 'taiwan pop']",['tw (2)'],2
11E9GHIAzJRKuECEUSEuqh,Cheb Bello,396995.0,48,"['rai', 'rai algerien']",['ma (5)'],2
7eLcDZDYHXZCebtQmVFL25,Aitana,2220188.0,77,"['latin pop', 'latin talent show', 'spanish pop']","['ar (5)', 'bo (4)', 'co (2)', 'ec (5)', 'gt (1)', 'pa (3)', 'pe (6)', 'es (51)', 'uy (10)', 'ad (3)']",3
5nnHdjcmMZ0uDgAauJQyFE,Milion Plus,42576.0,43,"['czech hip hop', 'czsk emo rap', 'czsk hip hop']","['cz (2)', 'sk (1)']",3
7kR1Yw4RqYhhDD3a8QRyG6,Julinho Ksd,129280.0,52,"['hip hop tuga', 'rap criolo']","['lu (4)', 'pt (14)']",2
3ILK3wZ5nqQr7O79aF8G53,Yashal Shahid,34541.0,54,['pakistani pop'],['in (1)'],1
2E8el1acpQYnfJO6uKAius,Pavell & Venci Venc',25810.0,28,"['bulgarian hip hop', 'bulgarian pop']",['bg (23)'],2
4CflzQprp6nZxKiv0t78tH,Mohamed Ramadan,988740.0,53,"['egyptian pop', 'mahraganat']","['eg (12)', 'ma (2)', 'sa (2)', 'ae (1)']",2
1A96iePIMNFBjLrjXEl718,Emma Louise,73242.0,59,"['australian indie', 'brisbane indie']","['au (1)', 'at (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'pl (1)', 'ru (1)', 'sa (1)', 'ua (1)']",2
00tVTdpEhQQw1bqdu8RCx2,Blue Öyster Cult,1294801.0,62,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'rock']","['us (1)', 'ca (1)']",6
4VIvfOurcf0vuLRxLkGnIG,Bradley Cooper,208300.0,69,['hollywood'],"['gb (1)', 'au (1)', 'hk (2)', 'is (5)', 'ie (4)', 'lt (2)', 'nz (1)', 'sk (3)', 'se (1)', 'tw (5)', 'vn (1)']",1
2LCcy9CZWwZ7Vvykt8IVVq,Carlos Sadness,316969.0,61,['spanish indie pop'],"['co (1)', 'es (2)']",1
1eizIry8svwmH0cSjLUEYy,Aisha Retno,11090.0,49,[],"['id (1)', 'my (1)']",0
550Zxz0BTZi3yd8gX9QINw,iLL BLU,15660.0,43,"['future garage', 'uk funky', 'uk hip hop']",['gb (3)'],3
0OtigLoCgLYvXnMxbE5qH5,Lost Boyz,248711.0,46,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'hip pop', 'queens hip hop']",['hk (1)'],6
3Cpjz5dY9HNR41QuMn3oYC,Fernando Daniel,335323.0,47,['portuguese pop'],"['lu (1)', 'pt (8)']",1
2Mu5NfyYm8n5iTomuKAEHl,Ms. Lauryn Hill,2246672.0,71,"['alternative r&b', 'conscious hip hop', 'neo soul', 'new jersey rap', 'r&b', 'urban contemporary']","['gb (1)', 'ie (1)']",6
2WaJkMEav3HhVXRAv6Ugbm,Zano,29903.0,41,[],['it (1)'],0
2qn4hIXsvRUyFoboMi31XB,Rolf Zuckowski,99690.0,55,"[""children's music"", 'kindermusik']","['at (1)', 'de (5)', 'ch (1)']",2
6FbDoZnMBTdhhhLuJBOOqP,Jewel,660941.0,58,"['alaska indie', 'lilith', 'permanent wave', 'pop rock', 'singer-songwriter']",['ph (1)'],5
4Kxlr1PRlDKEB0ekOCyHgX,BIGBANG,4891956.0,65,"['k-pop', 'k-pop boy group']","['hk (19)', 'id (5)', 'jp (5)', 'my (18)', 'ph (9)', 'sg (19)', 'kr (9)', 'tw (19)', 'th (3)', 'vn (4)']",2
4SXx5pMoj7uGi1WPcZhvXA,大支,15155.0,34,['taiwan hip hop'],['tw (1)'],1
7fKNYbN8RoEoPyi6FoGMLf,Los Embajadores Vallenatos,266320.0,44,['vallenato'],['co (1)'],1
03Vz1qy4oauKKM9kJKy5DW,EAZ,15034.0,47,"['kosovan pop', 'schweizer rap', 'swiss hip hop', 'swiss trap']",['ch (6)'],4
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,153194.0,59,"['electropop', 'indie poptimism', 'norwegian pop', 'tropical house']","['at (1)', 'be (1)', 'bg (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'no (14)', 'pl (1)', 'sg (1)', 'sk (1)', 'ch (1)', 'tw (1)']",4
3dI4Io8XE33J2o04ZwjR0Y,LaLa Hsu,430313.0,56,"['chinese indie', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']","['hk (4)', 'my (1)', 'sg (2)', 'tw (44)']",4
73HkjgziMO6I83vFOS8mo1,Supercombo,882902.0,52,"['brazilian rock', 'musica triste brasileira', 'pop rock brasileiro']",['br (2)'],3
3aROeSNBd69DWHpcyyMOcI,Alex Porat,74662.0,47,['indonesian pop'],['id (2)'],1
42TbHQxJ8d94CD93vAoDgl,Oscar Zia,30567.0,38,"['swedish idol pop', 'swedish pop']",['se (7)'],2
4XP7cGw4t8BqZ8Du5q3bHg,Emir Can İğrek,1820220.0,67,['turkish alt pop'],"['cy (3)', 'tr (25)']",1
5NGO30tJxFlKixkPSgXcFE,The Police,5117758.0,74,"['album rock', 'classic rock', 'permanent wave', 'rock']","['ar (2)', 'au (1)', 'be (2)', 'bo (2)', 'br (1)', 'ca (1)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (1)', 'ec (2)', 'sv (2)', 'fr (1)', 'gr (1)', 'gt (2)', 'hn (2)', 'hu (1)', 'is (1)', 'ie (1)', 'lu (1)', 'mt (2)', 'mx (2)', 'nz (1)', 'ni (2)', 'pe (2)', 'pl (1)', 'pt (1)', 'za (1)', 'ch (1)', 'uy (1)']",4
0KtaCKmTMIQZsxlOgyNa04,Dune Rats,115958.0,44,"['australian garage punk', 'brisbane punk']",['au (1)'],2
4eB5clMaoi0cCRnCwLkkiS,Harnoor,355823.0,62,"['desi pop', 'punjabi pop']",['in (7)'],2
3vxYNXtM9uOMdRAXTXgtmf,Yung Sarria,83959.0,57,"['drill espanol', 'mexican hip hop', 'trap colombiano', 'trap mexicano', 'urbano espanol']",['es (1)'],5
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,9120840.0,73,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']","['us (6)', 'gb (6)', 'ar (1)', 'au (5)', 'at (5)', 'be (7)', 'bo (1)', 'br (1)', 'bg (5)', 'ca (7)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (3)', 'cz (5)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (8)', 'fi (3)', 'fr (2)', 'de (6)', 'gr (5)', 'gt (1)', 'hn (1)', 'hk (5)', 'hu (9)', 'is (4)', 'id (1)', 'ie (6)', 'it (4)', 'jp (1)', 'lv (9)', 'lt (9)', 'lu (7)', 'my (6)', 'mt (6)', 'mx (1)', 'nl (3)', 'nz (3)', 'no (3)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (4)', 'pt (2)', 'ro (1)', 'ru (1)', 'sg (5)', 'sk (6)', 'za (2)', 'kr (3)', 'es (2)', 'se (2)', 'ch (10)', 'tw (8)', 'th (2)', 'tr (2)', 'ua (1)', 'ae (1)', 'uy (1)', 'vn (1)']",6
45cn3uxPoAJziGsZHckNeF,Michal Hruza,51775.0,44,"['czech folk', 'czech pop', 'czech pop rock', 'czech rock']",['cz (2)'],4
0UAiHanBWs5vRM1tSPf2RJ,No One Else,30925.0,52,['thai pop'],['th (2)'],1
5IAxUWLiTMsvc1oWPrczNj,Melek Mosso,856270.0,64,['turkish alt pop'],"['cy (1)', 'tr (8)']",1
0cRXFRbq7wk9jeMO47rVVH,April Ivy,15761.0,27,['portuguese pop'],['pt (2)'],1
79b9O9C4dZhszxkYiaysUV,Rethabile Khumalo,60831.0,29,"['afro soul', 'bolobedu house']",['za (1)'],2
08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,1582683.0,68,"['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']","['ca (1)', 'cl (1)', 'id (1)', 'il (1)', 'ch (1)']",8
1fBcQOi8yEfWN7fknMoqIE,Patrice,151318.0,49,['german reggae'],['tr (1)'],1
1528laR5p1e468jJCwCkoZ,Kapasiteettiyksikkö,13296.0,33,"['finnish dance pop', 'finnish hip hop']",['fi (1)'],2
4HfuyMMy295oBvbIuXr0v8,GENERATIONS from EXILE TRIBE,678467.0,54,"['j-division', 'j-pop', 'j-pop boy group']",['jp (13)'],3
5PldDs8KtXMy0KZ6due44x,FO&O,64889.0,34,['swedish idol pop'],"['fi (1)', 'no (2)', 'se (6)']",1
2PC3QVYzOPekKLIppjFUoi,Dirtcaps,16959.0,41,['dutch house'],['nl (1)'],1
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,7046498.0,77,"['emo', 'pop punk']","['us (2)', 'gb (2)', 'au (2)', 'br (1)', 'bg (1)', 'ca (2)', 'cz (1)', 'ee (1)', 'hu (1)', 'ie (1)', 'lv (1)', 'lt (1)', 'my (2)', 'nz (1)', 'pt (1)']",2
3a9AG5fMqAqrXkeiwYtarJ,Ozark Henry,32519.0,38,"['belgian indie', 'belgian pop', 'belgian rock', 'classic belgian pop']",['be (1)'],4
12j6dJrPXanCBwY599pZxf,Matt Maltese,251730.0,65,"['dream smp', 'indie anthem-folk', 'indie pop', 'modern rock', 'pop']","['us (1)', 'gb (1)', 'ca (1)', 'my (1)', 'sg (1)', 'ae (1)']",5
6PL8FkAt5nOZwYpPIhuAJg,Padi,1478604.0,57,"['classic indonesian rock', 'indonesian pop', 'indonesian pop rock']",['id (2)'],3
0BBwlSQvHHtahgYpLj1wJE,Shaun Frank,52078.0,47,"['canadian electronic', 'pop edm']",['nl (1)'],2
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,10307598.0,84,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']","['us (1)', 'ar (15)', 'bo (20)', 'ca (1)', 'cl (19)', 'co (25)', 'cr (16)', 'do (18)', 'ec (19)', 'sv (17)', 'gt (19)', 'hn (16)', 'it (3)', 'jp (1)', 'lu (3)', 'mt (5)', 'mx (13)', 'ni (14)', 'pa (23)', 'py (19)', 'pe (20)', 'pt (3)', 'es (15)', 'ch (5)', 'th (1)', 'uy (16)', 'ad (3)']",5
22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,12128335.0,77,"['british invasion', 'classic rock', 'rock']","['ar (2)', 'co (1)', 'il (1)', 'lu (1)', 'nl (1)', 'pe (4)', 'pt (1)', 'ro (1)', 'uy (10)']",3
4bWHA8fMNjzfGPQqnh5D6y,Recycled J,188161.0,61,"['rap espanol', 'urbano espanol']",['es (9)'],2
0UARksVKrwd1Gwdeq3Mes1,Elijah Woods x Jamie Fine,25850.0,37,"['canadian electropop', 'canadian pop']",['ca (2)'],2
1AZC6jC2Y5aQPeMWfVAqon,Chris Yu,32834.0,34,"['classic mandopop', 'mandopop', 'taiwan pop']",['tw (1)'],3
1DsSoeOUg0YS2hl2czNcbw,Safeplanet,275466.0,52,"['thai indie pop', 'thai pop']",['th (12)'],2
0HCHCbu99MF7kfRudGZceI,Duong Hong Loan,40722.0,29,['vietnamese bolero'],['vn (1)'],1
7xAcVHPiirnUqfdqo0USb1,Fantasia,1787515.0,57,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']",['za (1)'],8
4K8joeQZVHVGiI5q5h3Kb0,Stefan Valdobrev,13976.0,35,"['bulgarian pop', 'bulgarian rock']",['bg (1)'],2
0m5YepvtZWhXhNhAqrc50S,Humood AlKhudher,100341.0,37,[],"['id (1)', 'my (2)', 'sa (1)']",0
1ZrBGJWLL8NiAjgNifCy90,Smith & Thell,101476.0,61,['swedish pop'],"['dk (1)', 'no (1)', 'pl (1)', 'se (6)']",1
0UWZUmn7sybxMCqrw9tGa7,Juanes,4020932.0,75,"['colombian pop', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']","['ar (8)', 'bo (9)', 'cl (7)', 'co (15)', 'cr (6)', 'do (4)', 'ec (12)', 'sv (7)', 'gt (8)', 'hn (8)', 'mx (9)', 'ni (7)', 'pa (9)', 'py (5)', 'pe (11)', 'es (8)', 'uy (9)']",5
7idPv1alc0mcEhEsKlMV2O,Johnny Clegg,62956.0,42,"['afropop', 'south african pop']",['za (1)'],2
1JzCCMAjM3FCr9eM3jp0uH,Kaleth Morales,997689.0,51,"['musica popular colombiana', 'vallenato']",['co (4)'],2
3lVXtKsFTJM8ecY8gqdoCo,Anna Zak,136528.0,48,['israeli pop'],['il (6)'],1
2061nJAmY52Z8zAVjGFkTv,El Experimento (Macgyver),12824.0,44,"['dominican pop', 'rap dominicano']",['do (1)'],2
2lWtzXiv5ho1HaBfZiNWQV,Santiz,174651.0,45,"['russian gangster rap', 'russian hip hop']","['lv (1)', 'tr (1)']",2
0yZG22ntdDqVCFIulOTc8x,LYRA,18871.0,39,['irish pop'],['ie (1)'],1
3BbPRvYQ0M9SFmhkHXozLm,Ambjaay,41344.0,41,"['cali rap', 'viral rap']","['us (1)', 'ca (1)', 'lv (1)']",2
5NWfEZx5XGbVCAQTjhSxlR,Drama Band,34550.0,36,['malaysian pop'],['my (2)'],1
3whgFbrRxsOmYVrq3t4hCY,Paulo Pires,23172.0,57,"['arrocha', 'arrochadeira', 'forro', 'piseiro', 'sertanejo pop']","['br (2)', 'py (1)', 'pt (1)']",5
0GmwRPHVAU8zOdTOujIDUa,Miri Mesika,134918.0,41,['israeli pop'],['il (1)'],1
1sWV2X7SzXd06hEO2EttHl,Abdulrahman Mohammed,84916.0,45,['arab alternative'],['sa (1)'],1
1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,618487.0,46,['opm'],['ph (3)'],1
14H15rElxdGClICOZXEYHP,MoStack,460979.0,59,"['afro dancehall', 'afroswing', 'grime', 'london rap', 'uk hip hop']","['gb (15)', 'ie (3)']",5
3MssATPxGiMXZZNjL8xcG2,The 2 Johnnies,32852.0,37,['irish country'],['ie (1)'],1
2Ky0L9EAz66AEhFfeak23R,Guy Mazig,42044.0,43,['israeli hip hop'],['il (1)'],1
6k8mwkKJKKjBILo7ypBspl,Ana Mena,525376.0,70,"['latin pop', 'spanish pop']","['ar (1)', 'bo (1)', 'cl (1)', 'ec (1)', 'gt (1)', 'it (2)', 'pa (1)', 'py (1)', 'pe (1)', 'es (11)', 'uy (1)', 'ad (1)']",2
2oPc9LzQ7NP9DIqY70jubf,Mawi,52363.0,29,['cumbia pop'],"['ar (1)', 'uy (4)']",1
6YBgd2LKccEB3pX6UaW1Yp,Thegiornalisti,1096049.0,57,"['italian adult pop', 'italian indie pop', 'italian pop', 'rome indie']",['it (14)'],4
0JnDkp29FlLpGwsnub400t,Kamufle,150510.0,44,"['turkish hip hop', 'turkish trap pop']",['tr (4)'],2
1PbBg2aYjWLKRk84zJK15x,Echosmith,586365.0,61,['indie poptimism'],"['us (2)', 'gb (1)', 'ar (2)', 'au (2)', 'at (1)', 'be (2)', 'bo (1)', 'br (3)', 'bg (2)', 'ca (2)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (2)', 'do (2)', 'ec (1)', 'sv (2)', 'ee (2)', 'fi (2)', 'fr (1)', 'de (1)', 'gr (3)', 'gt (2)', 'hn (2)', 'hk (3)', 'hu (2)', 'is (2)', 'ie (2)', 'it (2)', 'lv (3)', 'lt (5)', 'lu (1)', 'my (5)', 'mt (3)', 'mx (2)', 'nl (2)', 'nz (2)', 'ni (1)', 'no (1)', 'pa (2)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (3)', 'pt (3)', 'ro (1)', 'sg (3)', 'sk (3)', 'es (3)', 'se (2)', 'ch (2)', 'tw (2)', 'th (1)', 'tr (2)', 'uy (2)']",1
5y9wg9qkGBl0n9v9RzaPKu,Capo,481795.0,67,['german hip hop'],"['at (21)', 'de (33)', 'lu (7)', 'ch (18)']",1
3VLf4DlBTN2ZRwygS3TNti,The Academic,132514.0,55,"['irish indie', 'modern alternative rock', 'modern rock']",['ie (2)'],3
6cK3NBO6uP7hh0oyuVELFl,Saweetie,1658482.0,73,"['cali rap', 'dance pop', 'pop', 'rap', 'trap queen']","['us (5)', 'gb (2)', 'au (4)', 'at (1)', 'be (2)', 'bg (3)', 'ca (5)', 'cy (2)', 'cz (1)', 'dk (1)', 'ee (3)', 'fi (3)', 'de (1)', 'gr (2)', 'hk (1)', 'hu (2)', 'is (2)', 'ie (2)', 'il (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (1)', 'nl (1)', 'nz (4)', 'no (3)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (2)', 'sa (2)', 'sg (1)', 'sk (1)', 'za (3)', 'kr (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)', 'ua (1)', 'ae (3)', 'vn (1)']",5
6Ap4eCAS7mQixYK8mbbYAp,Rajaa Belmir,245954.0,39,['moroccan pop'],"['ma (3)', 'sa (1)']",1
4r1DHaB2yIhddOkTF92d1d,NASKA,49149.0,55,"['emo rap italiano', 'italian hip hop']",['it (3)'],2
5olrQpDroHT7sjmYWMLivy,Pressa,108687.0,54,"['canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap', 'trap']",['ca (3)'],5
3LujD0iQ9jRbSCMA39CGfO,Separ,194102.0,56,"['czsk hip hop', 'slovak hip hop']","['cz (9)', 'sk (52)']",2
2yEkeJoFOvm6qHuECSDHFg,David Zowie,26539.0,46,"['house', 'uk house']","['gb (1)', 'au (1)', 'ie (1)', 'lv (1)', 'mt (1)', 'nl (1)']",2
3X4o7qy1ci4qtCVg2AtuXb,Singapūras Satīns,17421.0,38,"['latvian hip hop', 'latvian pop']",['lv (30)'],2
6IJaUfq4P3Zjifp4YIJ8oG,HAZEY,27218.0,50,['scouse rap'],"['gb (2)', 'ie (1)']",1
2kqUKsTuEj1lPbm6BSn1AU,Rich Music LTD,231585.0,64,"['reggaeton', 'trap latino']","['ar (7)', 'bo (7)', 'cl (9)', 'co (7)', 'cr (7)', 'do (8)', 'ec (7)', 'sv (7)', 'gt (6)', 'hn (7)', 'mx (6)', 'ni (5)', 'pa (10)', 'py (8)', 'pe (8)', 'es (7)', 'uy (8)']",2
521qvhdobR0GzhvU6TFw76,Tritonal,220430.0,57,"['edm', 'electro house', 'melodic dubstep', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']","['us (1)', 'be (1)', 'bg (1)', 'ca (2)', 'cz (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'lv (2)', 'lt (4)', 'my (1)', 'mt (2)', 'ph (1)', 'pl (2)', 'pt (1)', 'sg (1)', 'sk (2)', 'ch (1)', 'tw (1)', 'tr (1)']",11
1pBol2ATUI6hXWOzZQnrcP,La Rosy,13025.0,44,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",['se (1)'],3
4da15R0o9ipD6vPVPqYz5D,King George,32868.0,50,[],['nz (3)'],0
